Pusztai kucsmagomba
Pusztai nedűgomba
Püspöklila kocsonyás-csészegomba
Püspöksüveggomba
Ragacsos nyelvgomba
Ragadós bocskorosgomba
Ragyás tinóru
Ráncos békagomba
Ráncos csengettyűgomba
Ráncos galambgomba
Ráncos hamvaspereszke
Ráncos koronggomba
Ráncos pöfeteg
Ráncos tárcsagomba
Ráncos tejelőgomba
Ráncos tintagomba
Ráncoskalapú pókhálósgomba
Ráncoslemezű kígyógombácska
Recés mohagomba
Redős papsapkagomba
Répasárga faiszap
Repedéses csillaggomba
Repedező álpereszke
Repedtkalapú csengettyűgomba
Réteges likacsosgomba
Retekszagú fakógomba
Retekszagú kígyógomba
Retekszagú sisakgomba
Réti pikkelyespereszke
Réti pöfeteg
Réti trágyagombácska
Rézbarna csiperke
Rézrozsdaszínű csészegomba
Rézvörös lakkostapló
Rézvörös őzlábgomba
Rézvörös tinóru
Ribizke-tapló
Rideg csillaggomba
Ritkalemezű kacskagomba
Rizikefaló penész
Rojtos tányérosgereben
Rókaszínű őzlábgomba
Rókaszínű susulyka
Rókaszínű tölcsérgomba
Rózsagomba
Rózsapiros porhanyósgomba
Rózsás galambgomba
Rózsás kéregtapló
Rózsás kérészgomba
Rózsás kígyógomba
Rózsás őzlábgomba
Rózsás pókháló-penész
Rózsás tejelőpöfeteg
Rózsáságú korallgomba
Rózsásbarna tarlógomba
Rózsásbarna tinóru
Rózsásfehér susulyka
Rózsáskalapú tinóru
Rózsáslemezű álpereszke
Rózsáslemezű csigagomba
Rózsáslemezű galambgomba
Rózsáslemezű kígyógomba
Rózsáslemezű pereszke
Rózsáslemezű tejelőgomba
Rózsásmicéliumú fülőke
Rózsástövű fenyőtinóru
Rózsástövű tintagomba
Rózsaszín bunkógomba
Rózsaszín koronggombácska
Rózsaszínélű kígyógomba
Rózsaszínes egyrétűtapló
Rózsaszínes istrángospöfeteg
Rózsaszínes tölcsérgomba
Rózsaszínű fonalgomba
Rózsaszínű nedűgomba
Rózsaszínű nyálkásgomba
Rozsdabarna tinóru
Rozsdafoltos kígyógomba
Rozsdás pókhálósgomba
Rozsdás sörtésréteggomba
Rozsdasárga szemcsésgomba
Rozsdasárga tőkegomba
Rozsdasárga tölcsérgomba
Rozsdásodó rókagomba
Rozsdásszárú fülőke
Rozsdavörös ripacsgomba
Rőt áltrifla
Rőt csillaggomba
Rőt fagomba
Rőt likacsosgomba
Rőt selyemgomba
Rőt szarvasgomba
Rőt tejelőgomba
Rövidkarú csillaggomba
Rövidpillás sörtéscsészegomba
Rövidsörtés kenyérgomba
Rövidtönkű csupaszpereszke
Rumillatú bazsalikompöfeteg
Rücskös csillaggomba
Rücskös kéregtörőgomba
Saccardo csészegombája
Sáfrányostönkű pókhálósgomba
Sáfránysárga nedűgomba
Sáfrányszínű bunkógomba
Sáfrányszínű likacsgomba
Sajtszagú galambgomba
Sápadt csészegombácska
Sárga bibircsgomba
Sárga bordásőzlábgomba
Sárga boróka-csészegomba
Sárga bunkógomba
Sárga ciprus-csészegomba
Sárga csengettyűgomba
Sárga csészegombácska
Sárga enyvescsészegomba
Sárga érdestinóru
Sárga félgömbgomba
Sárga galóca
Sárga gereben
Sárga gévagomba
Sárga gümőgomba
Sárga gyűrűstinóru
Sárga harmatgomba
Sárga kehelygomba
Sárga kénvirággomba
Sárga kérészgomba
Sárga korallgomba
Sárga koronggombácska
Sárga köldökös-szegfűgomba
Sárga lapátgomba
Sárga moha-élősdigomba
Sárga nedűgomba
Sárga nyelescsészegomba
Sárga pereszke
Sárga pikkelyesgalóca
Sárga porcos-csészegombácska
Sárga rétgomba
Sárga rókagomba
Sárga szemcsésgomba
Sárga tégelygomba
Sárga tőkegomba
Sárga tűznyomcsészegomba
Sárga zselégomba
Sárga zsemlegomba
Sárgacsészés rozsdagomba
Sárgagumós fülőke
Sárgagyűrűs nedűgomba
Sárgahúsú csészegomba
Sárgahúsú tinóru
Sárgalábú csengettyűgomba
Sárgatönkű csengettyűgomba
Sárgalemezű békagomba
Sárgalemezű galambgomba
Sárgalemezű kacskagomba
Sárgalemezű lánggombácska
Sárgalemezű pereszke
Sárgalemezű pókhálósgomba
Sárgalemezű szemétgomba
Sárgaöves pókhálósgomba
Sárgapelyhű csigagomba
Sárgaperemű kéreggombácska
Sárgaperemű sörtésréteggomba
Sárgapórusú kéreggomba
Sárgás egyrétűtapló
Sárgás fatinóru
Sárgás mirigygomba
Sárgás susulyka
Sárgás szegfűgomba
Sárgásbarna áltintagomba
Sárgásbarna foltgomba
Sárgásbarna selyemgomba
Sárgásfehér kígyógomba
Sárgáslemezű fülőke
Sárgáslila tejelőgomba
Sárgástönkű kígyógomba
Sárgásvörös gereben
Sárgaszemcsés tintagomba
Sárgászöld csengettyűgomba
Sárgászöld pereszke
Sárgászöld pókhálósgomba
Sárgatejű csészegomba
Sárgatejű kígyógomba
Sárgatönkű áldücskőgomba
Sárgatövű galambgomba
Sárgatövű porhanyósgomba
Sárgatövű tinóru
Sárguló galambgomba
Sárguló pereszke
Sárgulótejű tejelőgomba
Sárgulótönkű galambgomba
Sarkos kéregtörőgomba
Sátántinóru
Sávos fásgereben
Selymes csengettyűgomba
Selymes döggomba
Selymes galambgomba
Selymes susulyka
Selymes tarlógomba
Sereges tintagomba
Sereges tölcsérgomba
Shiitake
Sima kérgestrila
Sima nyelespöfeteg
Sima őzlábgomba
Sima papsapkagomba
Sima vargomba
Simasüvegű kucsmagomba
Simatönkű pitykegomba
Sörtés dücskőgomba
Sötét csillaggomba
Sötét csoportospereszke
Sötét érdestinóru
Sötét kucsmagomba
Sötét réteggomba
Sötét rétgomba
Sötét szénlaska
Sötét tejelőgomba
Sötét tinóru
Sötét trágyagomba
Sötét trombitagomba
Sötétbarna csészegomba
Sötétcsíkos susulyka
Sötétedő galambgomba
Sötétedőhúsú rókagomba
Sötétköldökű tölcsérgomba
Sötétközepű bordásőzlábgomba
Sötétlábú csupaszpereszke
Sötétlábú fakógomba
Sötétlila pókhálósgomba
Sötétpikkelyes tőkegomba
Sötétpikkelyes tuskógomba
Sötétpikkelyű gereben
Sötétsávos nyelespöfeteg
Sötétspórás cölöpgomba
Sötéttönkű fokhagymagomba
Sugaras likacsosgomba
Sujtásos papsapkagomba
Susulyka faj
Susulykaképű pereszke
Suta döggomba
Sündisznó-őzlábgomba
Sündisznó-sörtéscsészegomba
Süngomba
Szagos csigagomba
Szagos galambgomba
Szagos kígyógomba
Szagos pereszke
Szagos pókhálósgomba
Szagos rókagomba
Szagos tapló
Szagos tölcsérpereszke
Szakállas pereszke
Szalagos fülgomba
Szalagos likacsosgomba
Szalagos szagosgereben
Szalagtapló
Szálasgallérú csengettyűgomba
Szálaskalapú nyálkásgomba
Szálaskalapú pókhálósgomba
Szálkás nyelespöfeteg
Szalmasárga tejelőgomba
Szappanszagú pereszke
Száraz csigagomba
Szárd áltölcsérgomba
Szárnyasspórás tejelőgomba
Szarubontó nyelesgomba
Szaruszürke fülőke
Szarutönkű szegfűgomba
Szarvas agancsgomba
Szegecsfejű gyökérgomba
Szegett likacsosgomba
Szegett tapló
Szekszárdi csiperke
Széleslemezű fülőke
Szélesszájú pöfeteg
Szemcsés aranygomba
Szemcsés csengettyűgomba
Szemcsés csillaggomba
Szemcsés trágya-csészegomba
Szemcsésfejű nyelespöfeteg
Szemcsésnyelű fenyőtinóru
Szemölcsös álszarvasgomba
Szemölcsös csupaszpereszke
Szemölcsösspórás sörtéscsészegomba
Szenes fakógomba
Szenes galambgomba
Szenes gömbgomba
Szenes likacsosgomba
Szenes porhanyósgomba
Szenes ripacsgomba
Szenes tőkegomba
Szenesedő pereszke
Szénkedvelő szürkefülőke
Szerb badargomba
Sziki csiperke
Sziklagyepi nyelespöfeteg
Sziklai pöfeteg
Szilfa-tapló
Szilva-tapló
Színváltó galambgomba
Színváltó likacsosgomba
Színváltó nedűgomba
Szitaszájú csillaggomba
Szívós sztrómacsészegomba
Szívóstönkű kígyógomba
Szőrös szemcsegomba
Szöszös áltintagomba
Szöszös fűrészgomba
Szöszös papsapkagomba
Szöszös tányérosgereben
Szöszös tintagomba
Szürke bunkógomba
Szürke csigagomba
Szürke egyrétűtapló
Szürke galóca
Szürke gyűrűstinóru
Szürke harmatgomba
Szürke korallgomba
Szürke mohagomba
Szürke papsapkagomba
Szürke pereszke
Szürke pöfeteg
Szürke rókagomba
Szürke selyemgomba
Szürke terülőgomba
Szürke tölcsérgomba
Szürke zsemlegomba
Szürkecsúcsú csengettyűgomba
Szürkelemezű kígyógomba
Szürkelemezű tintagomba
Szürkepikkelyű csengettyűgomba
Szálaskalapú csengettyűgomba
Szürkés csészegombácska
Szürkés kérészgomba
Szürkés őzlábgomba
Szürkés pohárgomba
Szürkésbarna álpereszke
Szürkésbarna tölcsérgomba
Szürkésfátyolú susulyka
Szürkésfehér likacsosgomba
Szürkésfehér tintagomba
Szürkéskéktönkű pitykegomba
Szürkéslemezű csupaszpereszke
Szürkéslemezű tölcsérgomba
Szürkéslila döggomba
Szürkéslila pereszke
Szürkéslilás pókhálósgomba
Szürkészöld galambgomba
Szürkészöld őzlábgomba
Szürkülő tejelőgomba
Talajlakó szemölcsösgomba
Tapadós nyálkásgalóca
Taplógomba faj
Tapsifülgomba
Tarka tinóru
Tarkahúsú érdestinóru
Tarkahúsú galambgomba
Tarlógomba faj
Tavaszi csigagomba
Tavaszi döggomba
Tavaszi likacsosgomba
Tavaszi rétgomba
Tavaszi tőkegombácska
Téglavörös galambgomba
Téglavörös ripacsgomba
Téglavörös susulyka
Tehénbarna fakógomba
Tehéntinóru
Tejfehér álkígyógomba
Tejfehér haranggomba
Tejpereszke
Tekervényes koronggomba
Téli fülőke
Téli kígyógomba
Téli likacsosgomba
Téli szarvasgomba
Téli szemétgomba
Tengerparti susulyka
Terülő csészegomba
Terülő rozsdástapló
Tintahalgomba
Tintaszagú csiperke
Toboz-fenyőfülőke
Toboz-rozsda
Tobozgereben
Tojássárga koronggombácska
Többszínű galambgomba
Tölcséres lisztgomba
Tölcséres nedűgomba
Tölcséres rókagomba
Tölcséres szagosgereben
Tölcséres szemölcsösgomba
Tölgyfa-érdestinóru
Tölgyfa-gereben
Tölgyfa-kérgestapló
Tölgyfa-pajzsoscsészegomba
Tölgyfa-rozsdástapló
Tölgyfa-terülőgomba
Tömzsi korallgomba
Tömzsi pókhálósgomba
Tönkös kacskagomba
Törékeny galambgomba
Törékeny porhanyósgomba
Törékenygyümölcsű nyálkagomba
Törpe susulyka
Tövisaljagomba
Tőzegmoha-gyászoscsészegomba
Trágyacsészegomba
Trágyatintagomba
Triflaáruló gomba
Triflarontó gomba
Tulipán-csészegomba
Tüskegomba
Tüskés galóca
Tüskés őzlábgomba
Tüskés pikkelygombácska
Tüskés pöfeteg
Tüskés sörénygomba
Tüskés tőkegomba
Tüskés-nyálkás tőkegomba
Tűznyom-párnagombácska
Tűznyom-szürkefülőke
Tüznyomlakó csészegomba
Tűzpiros csengettyűgomba
Tűzpiros szálkásgomba
Undorító fülőke
Útszéli porhanyósgomba
Útszéli tinóru
Ülő gyászoscsészegomba
Üreges szarvasgomba
Üregestönkű rétgomba
Üregestönkű szegfűgomba
Üstökös pöfeteg
Üvegfehér tölcsérgomba
Üvegházi csészegomba
Vajsárgás pókhálósgomba
Változékony álszarvasgomba
Változó csészegomba
Változékony kacskagomba
Változékony kéreggomba
Változékony kérészgomba
Változékony kocsonyáspöfeteg
Változékony likacsosgomba
Változékony pöfeteg
Változékony ripacsgomba
Változékony tinóru
Változékonyspórás nyelespöfeteg
Varangyos ripacsgomba
Varashátú galambgomba
Varszerű kéregtörőgomba
Vaskos fásgereben
Vaskos mozsárütőgomba
Vaskos porhanyósgomba
Vastag fekvőtapló
Vastag tapló
Vastagburkú selyemgomba
Vastaghúsú pókhálósgomba
Vastagkérgű csészéspöfeteg
Vastagkérgű tapló
Vastagtönkű kucsmagomba
Vattás kéreggomba
Vékony rozsdástapló
Vérvörös bibircsgomba
Vérvörös galambgomba
Vérvörös nedűgomba
Vérvörös pókhálósgomba
Vérző kígyógomba
Viaszfehér tölcsérgomba
Viaszsárga nedűgomba
Világító tölcsérgomba
Világostönkű nyelespöfeteg
Villás enyveskorallgomba
Virágos szemölcsösgomba
Vízi pajzsgomba
Vízparti tejelőgomba
Vörhenyes őzlábgomba
Vörös érdestinóru
Vörös gödröstrifla
Vörös kéreggomba
Vörös málna-nyálkagomba
Vörös rovarrontógomba
Vörös tapló
Vörös tinóru
Vörösbarna kocsonyáspöfeteg
Vörösbarna papsapkagomba
Vörösbarna tejelőgomba
Vörösbarna tőkegombácska
Vörösbarna tűznyom-csészegombácska
Vörösbarna vargánya
Vörösbarna zselégomba
Vöröses fülőke
Vöröses kénvirággomba
Vöröses nyálkásgomba
Vöröses redősgomba
Vöröses ripacsgomba
Vöröses susulyka
Vörösesbarna haranggomba
Vörösfenyő-csigagomba
Vörösfenyő-pereszke
Vörösfenyő-tejelőgomba
Vörösfoltos csigagomba
Vörösfoltos galambgomba
Vörösfoltos korallgomba
Vöröslábú őzlábgomba
Vöröslábú pókhálósgomba
Vöröslemezű őzlábgomba
Vöröslemezű pókhálósgomba
Vörösödő őzlábgomba
Vörösödő tarlógomba
Vörösödő zsemlegomba
Vörösödőhúsú tejelőgomba
Vörösödőtejű rizike
Vörösödőtejű tejelőgomba
Vörösövű pókhálósgomba
Vöröspikkelyes pókhálósgomba
Vörösszegélyű kígyógomba
Vöröstejű kígyógomba
Vöröstejű rizike
Vöröstönkű fülőke
Vöröstönkű galambgomba
Zöld ánizsgomba
Zöld csuklyásgomba
Zöld harmatgomba
Zöldes hajascsészegomba
Zöldes nedűgomba
Zöldes pitykegomba
Zöldes tejelőgomba
Zöldes tőkegomba
Zöldes tőkegombácska
Zöldeskék csészegomba
Zöldeskék harmatgomba
Zöldessárga nedűgomba
Zöldessárga tinóru
Zöldesszegélyű kígyógomba
Zöldesszürke döggomba
Zöldfogú korallgomba
Zöldfoltos őzlábgomba
Zöldhátú zsemlegomba
Zöldperemű pókhálósgomba
Zöldpúpú susulyka
Zöldspórás zselégomba
Zöldülő csengettyűgomba
Zöldülőtejű keserűgomba
Zöldülőtönkű susulyka
Zsákos csillaggomba
Zsemlebarna pókhálósgomba
Zsemleszínű fakógomba
